,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_hours,delay_minutes,delay
16492,555950,364160,connect,ended,27.0,550502.0,120.0,0.0,27.0,late
16493,555979,337219,connect,ended,-111.0,,,-2.0,9.0,early
16506,556835,378072,connect,ended,77.0,,,1.0,17.0,late
16509,556933,291932,connect,ended,-23.0,559594.0,60.0,-1.0,37.0,early
16522,557740,311664,connect,ended,86.0,,,1.0,26.0,late
16530,558165,362199,connect,ended,141.0,,,2.0,21.0,late
16532,558185,401869,connect,ended,-9.0,556469.0,510.0,-1.0,51.0,early
16554,559898,362187,connect,ended,-8.0,556725.0,240.0,-1.0,52.0,early
16559,559958,374360,connect,ended,-132.0,,,-3.0,48.0,early
16571,560698,385303,connect,ended,5.0,,,0.0,5.0,late
16576,561139,389935,connect,ended,-88.0,,,-2.0,32.0,early
16577,561144,413185,connect,ended,4.0,,,0.0,4.0,late
16582,561485,374360,connect,ended,-13.0,,,-1.0,47.0,early
16586,561775,385625,connect,ended,-1.0,,,-1.0,59.0,early
16587,561793,311707,connect,ended,-116.0,,,-2.0,4.0,early
16589,561876,405005,connect,ended,-476.0,,,-8.0,4.0,early
16596,562571,317770,connect,ended,-63.0,,,-2.0,57.0,early
16602,562801,312351,connect,ended,41.0,,,0.0,41.0,late
16606,563059,216576,connect,ended,-24.0,,,-1.0,36.0,early
16608,563353,326551,connect,ended,8.0,,,0.0,8.0,late
16611,563518,395204,connect,ended,-13.0,,,-1.0,47.0,early
16612,563790,398586,connect,ended,-149.0,565280.0,600.0,-3.0,31.0,early
16613,563876,371632,connect,ended,-59.0,,,-1.0,1.0,early
16618,564126,310636,connect,ended,-77.0,,,-2.0,43.0,early
16631,564703,385629,connect,ended,-28.0,564926.0,180.0,-1.0,32.0,early
16634,565007,362507,connect,ended,35.0,567477.0,720.0,0.0,35.0,late
16636,565338,363133,connect,ended,-35.0,,,-1.0,25.0,early
16647,557010,380700,connect,ended,-196.0,,,-4.0,44.0,early
16648,557055,410939,connect,ended,-20.0,,,-1.0,40.0,early
16649,557093,351162,connect,ended,-37.0,,,-1.0,23.0,early
16650,557269,390590,connect,ended,2.0,,,0.0,2.0,late
16657,557839,382821,connect,ended,20.0,,,0.0,20.0,late
16661,558162,302561,connect,ended,-105.0,,,-2.0,15.0,early
16674,559165,376491,connect,ended,90.0,,,1.0,30.0,late
16676,559267,260096,connect,ended,-21.0,,,-1.0,39.0,early
16683,559926,376791,connect,ended,-85.0,,,-2.0,35.0,early
16684,559928,406551,connect,ended,-198.0,,,-4.0,42.0,early
16685,560165,304775,connect,ended,-34.0,552359.0,240.0,-1.0,26.0,early
16687,560216,364882,connect,ended,40.0,,,0.0,40.0,late
16688,560341,319886,connect,ended,38.0,,,0.0,38.0,late
16690,560422,305525,connect,ended,209.0,,,3.0,29.0,late
16697,560569,377591,connect,ended,3.0,,,0.0,3.0,late
16701,560879,376311,connect,ended,21.0,563536.0,300.0,0.0,21.0,late
16707,561326,379751,connect,ended,-130.0,,,-3.0,50.0,early
16710,561367,392367,connect,ended,-84.0,,,-2.0,36.0,early
16738,563796,369938,connect,ended,94.0,,,1.0,34.0,late
16742,564107,352528,connect,ended,-125.0,,,-3.0,55.0,early
16746,564510,367632,connect,ended,-579.0,563613.0,720.0,-10.0,21.0,early
16748,564923,376760,connect,ended,30.0,,,0.0,30.0,late
16763,549192,359880,connect,ended,45.0,,,0.0,45.0,late
16764,549219,288908,connect,ended,-77.0,,,-2.0,43.0,early
16765,549229,340868,connect,ended,-240.0,,,-4.0,0.0,early
16772,549827,376556,connect,ended,110.0,,,1.0,50.0,late
16773,549864,175887,connect,ended,72.0,558049.0,720.0,1.0,12.0,late
16783,550313,392683,connect,ended,-26.0,,,-1.0,34.0,early
16787,550497,392847,connect,ended,141.0,554124.0,0.0,2.0,21.0,late
16790,550757,345080,connect,ended,-55.0,549248.0,720.0,-1.0,5.0,early
16793,551132,405142,connect,ended,18.0,,,0.0,18.0,late
16803,551750,289901,connect,ended,1.0,,,0.0,1.0,late
16806,551964,402989,connect,ended,60.0,,,1.0,0.0,late
16809,555004,407636,connect,ended,-71.0,,,-2.0,49.0,early
16811,555125,289901,connect,ended,19.0,,,0.0,19.0,late
16818,555696,228359,connect,ended,2.0,,,0.0,2.0,late
16819,555712,375621,connect,ended,16.0,,,0.0,16.0,late
16820,555818,393172,connect,ended,17.0,,,0.0,17.0,late
16828,556299,406967,connect,ended,,,,,,on time
16839,556897,408620,connect,ended,-266.0,,,-5.0,34.0,early
16841,557078,301301,connect,ended,104.0,555752.0,180.0,1.0,44.0,late
16847,557587,295830,connect,ended,-404.0,563792.0,720.0,-7.0,16.0,early
16859,539441,310553,connect,ended,23.0,,,0.0,23.0,late
16867,540060,381787,connect,ended,-7.0,,,-1.0,53.0,early
16869,540139,289112,connect,ended,-17.0,,,-1.0,43.0,early
16870,540254,383144,connect,ended,75.0,534854.0,120.0,1.0,15.0,late
16874,540572,346208,connect,ended,-80.0,,,-2.0,40.0,early
16878,540779,384193,connect,ended,6.0,550547.0,0.0,0.0,6.0,late
16896,542083,385131,connect,ended,-12.0,542592.0,180.0,-1.0,48.0,early
16899,542176,180059,connect,ended,,,,,,on time
16905,542384,344254,connect,ended,97.0,539674.0,180.0,1.0,37.0,late
16921,543165,348526,connect,ended,-310.0,,,-6.0,50.0,early
16923,575827,387810,connect,ended,-57.0,,,-1.0,3.0,early
16933,555968,317330,connect,ended,15.0,,,0.0,15.0,late
16937,556374,298757,connect,ended,-85.0,,,-2.0,35.0,early
16939,556644,338216,connect,ended,45.0,,,0.0,45.0,late
16940,556659,310219,connect,ended,-70.0,549808.0,480.0,-2.0,50.0,early
16944,556716,364160,connect,ended,127.0,560217.0,30.0,2.0,7.0,late
16946,556831,385721,connect,ended,-93.0,,,-2.0,27.0,early
16951,557012,358772,connect,ended,-29.0,553385.0,60.0,-1.0,31.0,early
16954,557201,362339,connect,ended,-390.0,,,-7.0,30.0,early
16956,557364,318782,connect,ended,-45.0,,,-1.0,15.0,early
16958,557706,399575,connect,ended,-17.0,548718.0,720.0,-1.0,43.0,early
16974,558294,402780,connect,ended,134.0,,,2.0,14.0,late
16976,558491,407607,connect,ended,25.0,,,0.0,25.0,late
16978,558558,358849,connect,ended,-117.0,,,-2.0,3.0,early
16981,558805,393968,connect,ended,408.0,,,6.0,48.0,late
16996,559401,350873,connect,ended,-84.0,,,-2.0,36.0,early
16997,559567,352039,connect,ended,15.0,,,0.0,15.0,late
17002,559854,369706,connect,ended,-211.0,,,-4.0,29.0,early
17004,559897,382302,connect,ended,99.0,558352.0,660.0,1.0,39.0,late
17010,560441,406245,connect,ended,41.0,,,0.0,41.0,late
17012,560587,374360,connect,ended,-168.0,,,-3.0,12.0,early
17019,561381,396791,connect,ended,43.0,,,0.0,43.0,late
17023,561631,347464,connect,ended,-115.0,,,-2.0,5.0,early
17035,562510,333442,connect,ended,-6.0,,,-1.0,54.0,early
17040,563188,341881,connect,ended,-38.0,,,-1.0,22.0,early
17046,563771,374360,connect,ended,-40.0,,,-1.0,20.0,early
17047,563782,370585,connect,ended,136.0,,,2.0,16.0,late
17048,563786,345080,connect,ended,-80.0,,,-2.0,40.0,early
17050,563897,384683,connect,ended,,,,,,on time
17063,564616,383443,connect,ended,-113.0,563616.0,540.0,-2.0,7.0,early
17071,565050,401870,connect,ended,14.0,,,0.0,14.0,late
17073,565336,356551,connect,ended,-167.0,,,-3.0,13.0,early
17084,558610,402083,connect,ended,-109.0,,,-2.0,11.0,early
17104,560761,405142,connect,ended,-67.0,,,-2.0,53.0,early
17109,561362,352528,connect,ended,-21.0,527111.0,600.0,-1.0,39.0,early
17112,561740,296815,connect,ended,22.0,,,0.0,22.0,late
17117,561896,374169,connect,ended,-63.0,,,-2.0,57.0,early
17118,561969,390467,connect,ended,-16.0,,,-1.0,44.0,early
17121,562258,366371,connect,ended,24.0,,,0.0,24.0,late
17125,562590,282880,connect,ended,-11.0,,,-1.0,49.0,early
17129,563057,399002,connect,ended,-173.0,,,-3.0,7.0,early
17136,563596,362187,connect,ended,-36.0,,,-1.0,24.0,early
17141,564061,290726,connect,ended,-239.0,,,-4.0,1.0,early
17153,564840,308073,connect,ended,-218.0,,,-4.0,22.0,early
17156,565005,384567,connect,ended,-5.0,,,-1.0,55.0,early
17161,565238,387810,connect,ended,-163.0,,,-3.0,17.0,early
17162,565244,328900,connect,ended,-83.0,,,-2.0,37.0,early
17163,565255,374809,connect,ended,-97.0,566437.0,90.0,-2.0,23.0,early
17168,565716,387810,connect,ended,-289.0,,,-5.0,11.0,early
17170,565939,390611,connect,ended,-149.0,,,-3.0,31.0,early
17182,567101,313772,connect,ended,-31.0,,,-1.0,29.0,early
17195,565398,395204,connect,ended,13.0,,,0.0,13.0,late
17205,566437,374809,connect,ended,2.0,,,0.0,2.0,late
17210,566723,357576,connect,ended,-137.0,,,-3.0,43.0,early
17236,568776,343829,connect,ended,-252.0,,,-5.0,48.0,early
17239,569487,335276,connect,ended,-40.0,560375.0,600.0,-1.0,20.0,early
17241,570644,374360,connect,ended,18.0,567682.0,60.0,0.0,18.0,late
17249,571999,176702,connect,ended,144.0,,,2.0,24.0,late
17254,572808,390927,connect,ended,-75.0,,,-2.0,45.0,early
17256,573147,358978,connect,ended,6.0,,,0.0,6.0,late
17265,566859,414614,connect,ended,,,,,,on time
17293,569004,341881,connect,ended,41.0,565020.0,630.0,0.0,41.0,late
17294,569178,389565,connect,ended,-119.0,,,-2.0,1.0,early
17300,545953,341119,connect,ended,7.0,,,0.0,7.0,late
17309,546376,396483,connect,ended,236.0,,,3.0,56.0,late
17311,546628,286633,connect,ended,-57.0,,,-1.0,3.0,early
17312,546728,401869,connect,ended,2.0,,,0.0,2.0,late
17318,547078,347208,connect,ended,133.0,545645.0,0.0,2.0,13.0,late
17324,547319,349605,connect,ended,0.0,,,0.0,0.0,on time
17338,548545,407432,connect,ended,0.0,,,0.0,0.0,on time
17340,548651,381787,connect,ended,137.0,,,2.0,17.0,late
17343,548778,216576,connect,ended,-1.0,,,-1.0,59.0,early
17348,548916,358849,connect,ended,-47.0,,,-1.0,13.0,early
17350,549237,253255,connect,ended,-22.0,,,-1.0,38.0,early
17352,549470,181434,connect,ended,170.0,,,2.0,50.0,late
17358,549690,342586,connect,ended,35.0,,,0.0,35.0,late
17364,550135,360460,connect,ended,-208.0,,,-4.0,32.0,early
17375,550705,367632,connect,ended,205.0,564510.0,420.0,3.0,25.0,late
17379,550938,334190,connect,ended,110.0,549759.0,0.0,1.0,50.0,late
17387,551649,280227,connect,ended,34.0,,,0.0,34.0,late
17390,551804,385003,connect,ended,-2.0,,,-1.0,58.0,early
17398,552820,383804,connect,ended,-4.0,,,-1.0,56.0,early
17401,553170,396483,connect,ended,-1378.0,,,-23.0,2.0,early
17408,569729,390590,connect,ended,-151.0,,,-3.0,29.0,early
17411,570148,378754,connect,ended,-148.0,,,-3.0,32.0,early
17412,570241,367632,connect,ended,-244.0,,,-5.0,56.0,early
17413,570260,385721,connect,ended,101.0,,,1.0,41.0,late
17417,570585,406625,connect,ended,9.0,,,0.0,9.0,late
17428,572170,403563,connect,ended,-80.0,,,-2.0,40.0,early
17433,573301,378754,connect,ended,0.0,,,0.0,0.0,on time
17435,574326,358082,connect,ended,-3.0,,,-1.0,57.0,early
17436,574794,349678,connect,ended,-26.0,,,-1.0,34.0,early
17446,547975,386259,connect,ended,27.0,,,0.0,27.0,late
17447,548024,347208,connect,ended,-71.0,,,-2.0,49.0,early
17451,548202,371572,connect,ended,29.0,,,0.0,29.0,late
17457,548564,298516,connect,ended,-26.0,,,-1.0,34.0,early
17463,548888,232763,connect,ended,-264.0,,,-5.0,36.0,early
17466,549248,345080,connect,ended,,,,,,on time
17471,549549,376840,connect,ended,-153.0,,,-3.0,27.0,early
17472,549612,390702,connect,ended,2.0,,,0.0,2.0,late
17473,549778,399590,connect,ended,-11.0,,,-1.0,49.0,early
17474,549939,299063,connect,ended,-112.0,,,-2.0,8.0,early
17478,550107,318728,connect,ended,-44.0,,,-1.0,16.0,early
17480,550476,385625,connect,ended,-236.0,,,-4.0,4.0,early
17481,550554,372856,connect,ended,133.0,,,2.0,13.0,late
17483,550645,359049,connect,ended,249.0,,,4.0,9.0,late
17488,551041,390467,connect,ended,-194.0,566227.0,630.0,-4.0,46.0,early
17494,551349,347660,connect,ended,-439.0,,,-8.0,41.0,early
17500,551906,349605,connect,ended,-848.0,,,-15.0,52.0,early
17507,552238,386259,connect,ended,-10.0,550185.0,420.0,-1.0,50.0,early
17508,552256,320824,connect,ended,-134.0,529301.0,720.0,-3.0,46.0,early
17521,551086,345445,connect,ended,-24.0,,,-1.0,36.0,early
17526,551373,385628,connect,ended,12.0,,,0.0,12.0,late
17536,552086,376556,connect,ended,-45.0,,,-1.0,15.0,early
17541,552619,358772,connect,ended,-38.0,,,-1.0,22.0,early
17542,552657,346755,connect,ended,96.0,,,1.0,36.0,late
17548,553405,349678,connect,ended,9.0,,,0.0,9.0,late
17560,554175,317770,connect,ended,18.0,,,0.0,18.0,late
17572,554857,381708,connect,ended,52.0,,,0.0,52.0,late
17580,555522,349678,connect,ended,-47.0,,,-1.0,13.0,early
17591,553682,401475,connect,ended,37.0,552583.0,420.0,0.0,37.0,late
17598,554004,304392,connect,ended,-29.0,,,-1.0,31.0,early
17599,554077,181625,connect,ended,6.0,,,0.0,6.0,late
17600,554118,366164,connect,ended,113.0,550687.0,180.0,1.0,53.0,late
17604,554445,173061,connect,ended,-4.0,,,-1.0,56.0,early
17612,554952,290726,connect,ended,-65.0,561666.0,480.0,-2.0,55.0,early
17620,555438,226544,connect,ended,-146.0,,,-3.0,34.0,early
17632,556524,285452,connect,ended,56.0,,,0.0,56.0,late
17633,556581,291932,connect,ended,-18.0,,,-1.0,42.0,early
17642,557052,362507,connect,ended,-29.0,,,-1.0,31.0,early
17644,557157,411754,connect,ended,20.0,,,0.0,20.0,late
17655,557955,194343,connect,ended,-66.0,,,-2.0,54.0,early
17656,558030,316678,connect,ended,-158.0,549892.0,240.0,-3.0,22.0,early
17660,553244,275364,connect,ended,-880.0,,,-15.0,20.0,early
17661,553252,394656,connect,ended,6.0,546275.0,540.0,0.0,6.0,late
17665,553765,311707,connect,ended,315.0,,,5.0,15.0,late
17668,553933,340616,connect,ended,-341.0,,,-6.0,19.0,early
17678,554778,360551,connect,ended,-141.0,,,-3.0,39.0,early
17679,554880,373507,connect,ended,69.0,,,1.0,9.0,late
17693,552728,312351,connect,ended,-108.0,,,-2.0,12.0,early
17694,552818,405005,connect,ended,-72.0,,,-2.0,48.0,early
17696,552962,312351,connect,ended,-73.0,,,-2.0,47.0,early
17698,553223,398586,connect,ended,172.0,544811.0,30.0,2.0,52.0,late
17720,554812,298516,connect,ended,8.0,548564.0,150.0,0.0,8.0,late
17728,555403,350502,connect,ended,,,,,,on time
17743,556064,190291,connect,ended,-109.0,,,-2.0,11.0,early
17751,556554,394656,connect,ended,5.0,,,0.0,5.0,late
17770,565868,376901,connect,ended,-19.0,562254.0,30.0,-1.0,41.0,early
17776,566412,317378,connect,ended,-129.0,,,-3.0,51.0,early
17777,566487,302561,connect,ended,0.0,,,0.0,0.0,on time
17778,566489,312603,connect,ended,31.0,,,0.0,31.0,late
17780,566574,406625,connect,ended,-40.0,565247.0,210.0,-1.0,20.0,early
17781,566717,317024,connect,ended,-202.0,,,-4.0,38.0,early
17788,567119,176702,connect,ended,23.0,,,0.0,23.0,late
17789,567123,409991,connect,ended,57.0,,,0.0,57.0,late
17792,567229,284713,connect,ended,-4.0,,,-1.0,56.0,early
17808,513130,301301,connect,ended,205.0,,,3.0,25.0,late
17811,514762,364055,connect,ended,-43.0,,,-1.0,17.0,early
17816,517917,385025,connect,ended,97.0,,,1.0,37.0,late
17823,519980,358978,connect,ended,10.0,,,0.0,10.0,late
17855,533792,401649,connect,ended,106.0,546026.0,30.0,1.0,46.0,late
17857,534344,280805,connect,ended,18.0,,,0.0,18.0,late
17864,535349,190291,connect,ended,-37.0,,,-1.0,23.0,early
17876,567376,362199,connect,ended,,,,,,on time
17886,568169,317572,connect,ended,-76.0,,,-2.0,44.0,early
17890,568759,336349,connect,ended,1466.0,,,24.0,26.0,late
17891,568778,344254,connect,ended,,566711.0,60.0,,,on time
17893,568815,385629,connect,ended,47.0,564703.0,0.0,0.0,47.0,late
17898,569287,393723,connect,ended,,563129.0,0.0,,,on time
17901,569829,316678,connect,ended,-529.0,,,-9.0,11.0,early
17905,570960,317330,connect,ended,51.0,,,0.0,51.0,late
17906,571227,298117,connect,ended,-13.0,571310.0,600.0,-1.0,47.0,early
17909,571634,404128,connect,ended,12.0,,,0.0,12.0,late
17910,571701,406835,connect,ended,-85.0,,,-2.0,35.0,early
17921,574210,351546,connect,ended,-154.0,,,-3.0,26.0,early
17926,575426,301301,connect,ended,6.0,,,0.0,6.0,late
17939,540756,303309,connect,ended,49.0,,,0.0,49.0,late
17940,540769,396009,connect,ended,-6.0,539540.0,60.0,-1.0,54.0,early
17953,541396,379751,connect,ended,33.0,,,0.0,33.0,late
17965,542592,385131,connect,ended,-428.0,535537.0,120.0,-8.0,52.0,early
17972,543209,352393,connect,ended,-28.0,,,-1.0,32.0,early
17993,569864,312603,connect,ended,-9.0,,,-1.0,51.0,early
17995,570277,347873,connect,ended,12.0,,,0.0,12.0,late
17998,570947,393781,connect,ended,28.0,,,0.0,28.0,late
18001,571606,369648,connect,ended,-600.0,,,-10.0,0.0,early
18005,572188,366287,connect,ended,-146.0,,,-3.0,34.0,early
18006,572323,341861,connect,ended,46.0,,,0.0,46.0,late
18007,572977,391915,connect,ended,23.0,,,0.0,23.0,late
18008,573207,216576,connect,ended,93.0,565493.0,300.0,1.0,33.0,late
18014,574108,376901,connect,ended,-89.0,,,-2.0,31.0,early
18015,575353,341861,connect,ended,-36.0,571038.0,60.0,-1.0,24.0,early
18016,575784,408638,connect,ended,81.0,,,1.0,21.0,late
18017,552021,348526,connect,ended,-355.0,,,-6.0,5.0,early
18019,552194,362531,connect,ended,-76.0,,,-2.0,44.0,early
18021,552271,396435,connect,ended,123.0,,,2.0,3.0,late
18029,552703,356106,connect,ended,-159.0,,,-3.0,21.0,early
18031,552832,216148,connect,ended,77.0,,,1.0,17.0,late
18035,552892,382821,connect,ended,-48.0,,,-1.0,12.0,early
18038,552955,317330,connect,ended,9.0,,,0.0,9.0,late
18043,553290,392368,connect,ended,-23.0,,,-1.0,37.0,early
18054,554056,216148,connect,ended,11.0,,,0.0,11.0,late
18057,554129,390467,connect,ended,1.0,,,0.0,1.0,late
18058,554169,385008,connect,ended,-69.0,,,-2.0,51.0,early
18060,554420,374741,connect,ended,-89.0,565100.0,0.0,-2.0,31.0,early
18066,554945,342154,connect,ended,-56.0,,,-1.0,4.0,early
18070,555579,314456,connect,ended,75.0,,,1.0,15.0,late
18073,555737,377591,connect,ended,-89.0,,,-2.0,31.0,early
18092,536480,392368,connect,ended,-242.0,537825.0,690.0,-5.0,58.0,early
18094,544685,193151,connect,ended,-9.0,,,-1.0,51.0,early
18102,545268,399528,connect,ended,23.0,,,0.0,23.0,late
18113,543863,362187,connect,ended,-23.0,,,-1.0,37.0,early
18134,545437,383443,connect,ended,26.0,541311.0,120.0,0.0,26.0,late
18135,545543,319373,connect,ended,-39.0,,,-1.0,21.0,early
18137,545549,367632,connect,ended,154.0,,,2.0,34.0,late
18141,545705,352039,connect,ended,2.0,548559.0,720.0,0.0,2.0,late
18142,545747,366983,connect,ended,62.0,,,1.0,2.0,late
18143,545767,300505,connect,ended,32.0,532682.0,90.0,0.0,32.0,late
18149,546262,371632,connect,ended,21.0,,,0.0,21.0,late
18150,546297,284459,connect,ended,,,,,,on time
18152,546403,212965,connect,ended,25.0,,,0.0,25.0,late
18172,548038,308038,connect,ended,-74.0,,,-2.0,46.0,early
18173,548292,341037,connect,ended,69.0,,,1.0,9.0,late
18180,548533,391519,connect,ended,28.0,,,0.0,28.0,late
18184,548950,342699,connect,ended,98.0,546290.0,30.0,1.0,38.0,late
18185,548971,399575,connect,ended,102.0,549086.0,180.0,1.0,42.0,late
18209,556907,289720,connect,ended,30.0,,,0.0,30.0,late
18210,556923,352039,connect,ended,-73.0,,,-2.0,47.0,early
18218,557450,406551,connect,ended,-71.0,,,-2.0,49.0,early
18222,557617,305819,connect,ended,-8.0,,,-1.0,52.0,early
18232,558133,371632,connect,ended,29.0,,,0.0,29.0,late
18236,558244,313602,connect,ended,-29.0,,,-1.0,31.0,early
18238,558352,382302,connect,ended,-10.0,554807.0,60.0,-1.0,50.0,early
18243,558560,373893,connect,ended,-775.0,,,-13.0,5.0,early
18251,558934,297105,connect,ended,-102.0,,,-2.0,18.0,early
18257,559324,358082,connect,ended,-246.0,,,-5.0,54.0,early
18259,559384,347934,connect,ended,35.0,,,0.0,35.0,late
18268,559736,397569,connect,ended,63.0,,,1.0,3.0,late
18270,558115,344254,connect,ended,6.0,,,0.0,6.0,late
18272,558292,406289,connect,ended,152.0,,,2.0,32.0,late
18287,559145,406554,connect,ended,-38.0,,,-1.0,22.0,early
18290,559287,334190,connect,ended,-97.0,560890.0,120.0,-2.0,23.0,early
18305,559997,305525,connect,ended,6.0,,,0.0,6.0,late
18307,560033,298516,connect,ended,-5.0,,,-1.0,55.0,early
18309,560147,405142,connect,ended,-239.0,,,-4.0,1.0,early
18313,560633,383427,connect,ended,-70.0,,,-2.0,50.0,early
18319,537033,324821,connect,ended,8.0,,,0.0,8.0,late
18320,537316,342699,connect,ended,66.0,,,1.0,6.0,late
18338,538385,376840,connect,ended,-28.0,,,-1.0,32.0,early
18345,539116,369781,connect,ended,24.0,,,0.0,24.0,late
18354,539404,360474,connect,ended,-16.0,,,-1.0,44.0,early
18356,539466,345445,connect,ended,,,,,,on time
18357,539468,298516,connect,ended,4.0,,,0.0,4.0,late
18358,539635,309027,connect,ended,-175.0,,,-3.0,5.0,early
18360,539691,309027,connect,ended,-175.0,,,-3.0,5.0,early
18373,557424,336650,connect,ended,,,,,,on time
18374,557433,381787,connect,ended,-56.0,558480.0,0.0,-1.0,4.0,early
18378,557737,365315,connect,ended,26.0,,,0.0,26.0,late
18385,558180,164960,connect,ended,20.0,,,0.0,20.0,late
18386,558357,357530,connect,ended,-63.0,558780.0,120.0,-2.0,57.0,early
18391,558657,406245,connect,ended,10.0,,,0.0,10.0,late
18394,558731,407607,connect,ended,194.0,,,3.0,14.0,late
18398,558967,366164,connect,ended,36.0,,,0.0,36.0,late
18399,559032,340369,connect,ended,-40.0,,,-1.0,20.0,early
18403,559289,296967,connect,ended,38.0,,,0.0,38.0,late
18405,559379,290600,connect,ended,1.0,,,0.0,1.0,late
18408,559424,404133,connect,ended,-224.0,,,-4.0,16.0,early
18414,559725,362507,connect,ended,-91.0,557052.0,60.0,-2.0,29.0,early
18420,560081,406245,connect,ended,-19.0,,,-1.0,41.0,early
18428,557571,334006,connect,ended,7.0,,,0.0,7.0,late
18429,557598,241021,connect,ended,120.0,,,2.0,0.0,late
18463,559528,255576,connect,ended,9.0,558076.0,660.0,0.0,9.0,late
18470,560310,369881,connect,ended,-34.0,,,-1.0,26.0,early
18477,561117,389785,connect,ended,13.0,,,0.0,13.0,late
18478,561393,383443,connect,ended,-35.0,,,-1.0,25.0,early
18483,561609,385523,connect,ended,124.0,,,2.0,4.0,late
18489,562480,173061,connect,ended,,560790.0,690.0,,,on time
18509,563811,351597,connect,ended,131.0,,,2.0,11.0,late
18515,564096,310553,connect,ended,3.0,561903.0,0.0,0.0,3.0,late
18516,564140,371572,connect,ended,-137.0,,,-3.0,43.0,early
18517,564340,387810,connect,ended,308.0,,,5.0,8.0,late
18518,564478,295783,connect,ended,,,,,,on time
18522,564758,176220,connect,ended,41.0,,,0.0,41.0,late
18528,565199,381857,connect,ended,-66.0,,,-2.0,54.0,early
18529,565421,301799,connect,ended,-64.0,,,-2.0,56.0,early
18540,550992,278935,connect,ended,-49.0,,,-1.0,11.0,early
18549,551633,386413,connect,ended,58.0,,,0.0,58.0,late
18555,552128,324821,connect,ended,86.0,,,1.0,26.0,late
18563,545721,390467,connect,ended,254.0,,,4.0,14.0,late
18566,545983,371214,connect,ended,-217.0,,,-4.0,23.0,early
18586,547115,334190,connect,ended,93.0,,,1.0,33.0,late
18596,548039,284799,connect,ended,-73.0,,,-2.0,47.0,early
18597,548152,410939,connect,ended,,557055.0,0.0,,,on time
18605,548622,308073,connect,ended,29.0,,,0.0,29.0,late
18616,549381,309580,connect,ended,-73.0,,,-2.0,47.0,early
18623,549707,255377,connect,ended,-56.0,,,-1.0,4.0,early
18625,550131,338947,connect,ended,19.0,,,0.0,19.0,late
18629,550317,374298,connect,ended,11.0,,,0.0,11.0,late
18633,550641,383344,connect,ended,-73.0,,,-2.0,47.0,early
18634,550726,364882,connect,ended,-19.0,,,-1.0,41.0,early
18635,550771,399172,connect,ended,-92.0,,,-2.0,28.0,early
18637,550806,386413,connect,ended,-18.0,,,-1.0,42.0,early
18638,560777,360551,connect,ended,-25.0,,,-1.0,35.0,early
18643,561062,275364,connect,ended,139.0,,,2.0,19.0,late
18654,562056,307983,connect,ended,-169.0,,,-3.0,11.0,early
18664,560354,338243,connect,ended,54.0,557661.0,180.0,0.0,54.0,late
18673,560942,357288,connect,ended,46.0,,,0.0,46.0,late
18680,561419,391519,connect,ended,-5.0,,,-1.0,55.0,early
18689,562053,397698,connect,ended,42.0,,,0.0,42.0,late
18693,562405,407055,connect,ended,-19.0,,,-1.0,41.0,early
18698,562661,255757,connect,ended,2.0,,,0.0,2.0,late
18700,562712,374081,connect,ended,-169.0,,,-3.0,11.0,early
18703,562894,285452,connect,ended,-14.0,560823.0,660.0,-1.0,46.0,early
18704,562928,321752,connect,ended,31.0,,,0.0,31.0,late
18705,562977,405611,connect,ended,210.0,558473.0,120.0,3.0,30.0,late
18711,563235,369542,connect,ended,-107.0,,,-2.0,13.0,early
18715,563517,363133,connect,ended,78.0,565338.0,120.0,1.0,18.0,late
18716,563536,376311,connect,ended,-255.0,,,-5.0,45.0,early
18717,563607,216576,connect,ended,-160.0,,,-3.0,20.0,early
18721,563757,225486,connect,ended,7.0,,,0.0,7.0,late
18733,564501,341062,connect,ended,25.0,,,0.0,25.0,late
18734,564545,364652,connect,ended,-90.0,,,-2.0,30.0,early
18743,565317,385628,connect,ended,-50.0,,,-1.0,10.0,early
18755,556699,386413,connect,ended,51.0,,,0.0,51.0,late
18756,556744,290726,connect,ended,-85.0,,,-2.0,35.0,early
18766,557659,298117,connect,ended,22.0,552177.0,360.0,0.0,22.0,late
18768,557696,408715,connect,ended,24.0,,,0.0,24.0,late
18770,557817,289112,connect,ended,63.0,540139.0,690.0,1.0,3.0,late
18775,557969,385721,connect,ended,-104.0,551402.0,600.0,-2.0,16.0,early
18783,558654,366981,connect,ended,8.0,542471.0,630.0,0.0,8.0,late
18794,559193,408744,connect,ended,-107.0,,,-2.0,13.0,early
18801,559535,403255,connect,ended,288.0,,,4.0,48.0,late
18802,559551,406625,connect,ended,-397.0,,,-7.0,23.0,early
18807,559701,401475,connect,ended,-51.0,552371.0,600.0,-1.0,9.0,early
18809,559824,336935,connect,ended,14.0,,,0.0,14.0,late
18811,559943,359358,connect,ended,13.0,,,0.0,13.0,late
18814,560462,350873,connect,ended,-72.0,,,-2.0,48.0,early
18838,562867,358772,connect,ended,-37.0,,,-1.0,23.0,early
18843,563146,285452,connect,ended,21.0,,,0.0,21.0,late
18858,560684,399524,connect,ended,156.0,,,2.0,36.0,late
18863,561194,181625,connect,ended,-189.0,,,-4.0,51.0,early
18865,540198,371354,connect,ended,193.0,,,3.0,13.0,late
